nom_norm,code_postal,code_insee,lat,lon,population,dept,nom
VILLEGAGNON,77970,77020,48.67620,3.19520,0,77,Villegagnon
VILLEJESUS,16140,16005,45.89960,0.02520,0,16,Villejésus
VILLEMAUR SUR VANNE,10190,10003,48.22660,3.72180,0,10,Villemaur-sur-Vanne
VILLEMERVRY,52160,52094,47.69050,5.08680,0,52,Villemervry
VILLEMOISAN,49440,49183,47.50490,-0.93740,0,49,Villemoisan
VILLEMORON,52160,52094,47.69050,5.08680,0,52,Villemoron
VILLENEUVE DE MEZIN,47170,47134,44.02560,0.27740,0,47,Villeneuve-de-Mézin
VILLENEUVE SAINT NICOLAS,28150,28422,48.27140,1.59950,0,28,Villeneuve-Saint-Nicolas
VILLENTROIS,36600,36244,47.17690,1.42230,0,36,Villentrois
VILLEQUIER,76490,76164,49.52660,0.71840,0,76,Villequier
VILLERS CERNAY,08140,08053,49.71430,5.02690,0,08,Villers-Cernay
VILLERS EN OUCHE,61550,61167,48.84360,0.49510,0,61,Villers-en-Ouche
VILLERS EN PRAYERES,02160,02439,49.35550,3.67760,0,02,Villers-en-Prayères
VILLERS LES ORMES,36250,36202,46.81090,1.62030,0,36,Villers-les-Ormes
VILLERS SOUS CHATILLON,51700,51457,49.09450,3.80890,0,51,Villers-sous-Châtillon
VILLEVEQUE,49140,49377,47.55720,-0.44480,0,49,Villevêque
VILLIERS AUX BOIS,52130,52497,48.54730,5.01080,0,52,Villiers-aux-Bois
VILLIERS AUX CHENES,52110,52178,48.37260,4.91590,0,52,Villiers-aux-Chênes
VILLIERS LE PRE,50240,50487,48.52090,-1.36380,0,50,Villiers-le-Pré
VILLIERS SUR THOLON,89710,89003,47.90040,3.32110,0,89,Villiers-sur-Tholon
VILLOTRAN,60390,60694,49.33860,2.03650,0,60,Villotran
VIMARCE,53160,53249,48.21690,-0.21440,0,53,Vimarcé
VIONVILLE,57130,57578,49.08770,5.96840,0,57,Vionville
VIREMONT,39240,39086,46.40970,5.64470,0,39,Viremont
VIREY,50730,50484,48.56800,-1.13870,0,50,Virey
VIRIEU LE PETIT,01260,01453,45.91530,5.73460,0,01,Virieu-le-Petit
VITRAY,03360,03168,46.60650,2.64850,0,03,Vitray
VITRAY SOUS BREZOLLES,28270,28120,48.67490,1.10360,0,28,Vitray-sous-Brézolles
VITRY LES CLUNY,71250,71582,46.46800,4.58510,0,71,Vitry-lès-Cluny
VOIPREUX,51190,51612,48.92270,3.97140,0,51,Voipreux
VOLGRE,89710,89003,47.90040,3.32110,0,89,Volgré
VOUEL,02700,02738,49.65620,3.29490,0,02,Vouël
VOUILLY,14330,14342,49.28520,-1.05700,0,14,Vouilly
VOUVRAY SUR LOIR,72500,72071,47.69550,0.42130,0,72,Vouvray-sur-Loir
VOVES,28150,28422,48.27140,1.59950,0,28,Voves
VRITZ,44540,44180,47.53490,-1.14140,0,44,Vritz
VRIZY,08400,08490,49.41940,4.70730,0,08,Vrizy
WADIMONT,08220,08113,49.64580,4.23550,0,08,Wadimont
WANEL,80490,80406,49.99660,1.88210,0,80,Wanel
WILSHAUSEN,67270,67530,48.78080,7.53610,0,67,Wilshausen
WINGERSHEIM,67270,67539,48.72280,7.61750,0,67,Wingersheim
WOELLENHEIM,67370,67532,48.67470,7.51420,0,67,Wœllenheim
WOINVILLE,55300,55093,48.90550,5.68150,0,55,Woinville
YAUCOURT BUSSUS,80135,80155,50.10800,1.99480,0,80,Yaucourt-Bussus
YEVRE LE CHATEL,45300,45348,48.14040,2.32600,0,45,Yèvre-le-Châtel
YVRANDES,61800,61486,48.72830,-0.73370,0,61,Yvrandes
ZOEBERSDORF,67270,67153,48.79180,7.51440,0,67,Zœbersdorf
ZOLLINGEN,67260,67435,48.90890,7.07680,0,67,Zollingen
ZUTZENDORF,67330,67347,48.84830,7.54220,0,67,Zutzendorf
