nom_norm,code_postal,code_insee,lat,lon,population,dept
BREZONS,15230,15026,45.00500,2.78650,177,15
BRIANCON,05100,05023,44.89950,6.65360,11411,05
BRIANCONNET,06850,06024,43.86540,6.73250,165,06
BRIANNY,21390,21108,47.41300,4.37360,102,21
BRIANT,71110,71060,46.29660,4.15140,222,71
BRIANTES,36400,36025,46.55110,2.02740,589,36
BRIARE,45250,45053,47.64180,2.74170,4911,45
BRIARRES SUR ESSONNE,45390,45054,48.22410,2.41670,527,45
BRIAS,62130,62180,50.40990,2.38570,295,62
BRIASTRE,59730,59108,50.15080,3.48950,689,59
BRIATEXTE,81390,81039,43.74700,1.92270,1938,81
BRIAUCOURT,52700,52075,48.21320,5.19870,168,52
BRIAUCOURT,70800,70097,47.81960,6.24790,256,70
BRICON,52120,52076,48.08500,4.98220,407,52
BRICONVILLE,28300,28060,48.51660,1.39010,271,28
BRICQUEBEC EN COTENTIN,50260,50082,49.46210,-1.66280,5893,50
BRICQUEBOSQ,50340,50083,49.53470,-1.71930,638,50
BRICQUEVILLE,14710,14107,49.28870,-0.95790,151,14
BRICQUEVILLE LA BLOUETTE,50200,50084,49.03820,-1.47550,530,50
BRICQUEVILLE SUR MER,50290,50085,48.92040,-1.52060,1261,50
BRICY,45310,45055,48.00770,1.77510,528,45
BRIDES LES BAINS,73570,73057,45.45460,6.57140,442,73
BRIDORE,37600,37039,47.03920,1.08050,491,37
BRIE,02870,02122,49.59920,3.47220,55,02
BRIE,09700,09067,43.21020,1.51830,207,09
BRIE,16590,16061,45.73290,0.26230,4125,16
BRIE,35150,35041,47.94960,-1.55340,988,35
BRIE,80200,80141,49.88150,2.94350,350,80
BRIE COMTE ROBERT,77170,77053,48.69040,2.61310,19003,77
BRIE ET ANGONNES,38320,38059,45.12200,5.78000,2497,38
BRIE SOUS ARCHIAC,17520,17066,45.47220,-0.30260,223,17
BRIE SOUS BARBEZIEUX,16300,16062,45.42420,-0.04180,109,16
BRIE SOUS CHALAIS,16210,16063,45.32060,0.00930,157,16
BRIE SOUS MATHA,17160,17067,45.81870,-0.25270,163,17
BRIE SOUS MORTAGNE,17120,17068,45.50210,-0.73810,234,17
BRIEC,29510,29020,48.09640,-4.00110,5816,29
BRIEL SUR BARSE,10140,10062,48.21130,4.35240,195,10
BRIELLES,35370,35042,48.00870,-1.09980,692,35
BRIENNE,71290,71061,46.55370,5.02650,488,71
BRIENNE LA VIEILLE,10500,10063,48.37200,4.54020,378,10
BRIENNE LE CHATEAU,10500,10064,48.39880,4.52780,2672,10
BRIENNE SUR AISNE,08190,08084,49.42460,4.06200,277,08
BRIENNON,42720,42026,46.15100,4.07790,1710,42
BRIENON SUR ARMANCON,89210,89055,48.00100,3.61830,3032,89
BRIERES LES SCELLES,91150,91109,48.46460,2.14270,1186,91
BRIEUIL SUR CHIZE,79170,79055,46.12480,-0.32980,86,79
BRIEULLES SUR BAR,08240,08085,49.48020,4.86500,224,08
BRIEULLES SUR MEUSE,55110,55078,49.32830,5.17230,318,55
BRIEUX,61160,61062,48.83340,-0.08020,88,61
BRIFFONS,63820,63053,45.69540,2.66710,267,63
BRIGNAC,34800,34041,43.62280,3.47040,978,34
BRIGNAC,56430,56025,48.11290,-2.39320,200,56
BRIGNAC LA PLAINE,19310,19030,45.17450,1.32340,977,19
BRIGNAIS,69530,69027,45.67510,4.75270,12503,69
BRIGNANCOURT,95640,95110,49.13890,1.94350,262,95
BRIGNEMONT,31480,31090,43.76640,0.99930,366,31
BRIGNOLES,83170,83023,43.38780,6.07590,17850,83
BRIGNON,30190,30053,43.99560,4.21370,701,30
BRIGUEIL LE CHANTRE,86290,86037,46.38490,1.08910,455,86
BRIGUEUIL,16420,16064,45.95030,0.87690,1095,16
BRIIS SOUS FORGES,91640,91111,48.62940,2.13040,3342,91
BRILLAC,16500,16065,46.07080,0.76510,591,16
BRILLECOURT,10240,10065,48.47780,4.37060,91,10
BRILLEVAST,50330,50086,49.62510,-1.41020,318,50
BRILLON,59178,59109,50.43310,3.33830,771,59
BRILLON EN BARROIS,55000,55079,48.71710,5.10790,704,55
BRIMEUX,62170,62177,50.43530,1.83700,868,62
BRIMONT,51220,51088,49.33690,4.03370,453,51
BRIN SUR SEILLE,54280,54100,48.77450,6.35660,764,54
BRINAY,18120,18036,47.16680,2.11490,490,18
BRINAY,58110,58040,47.01130,3.70580,145,58
BRINCKHEIM,68870,68054,47.62150,7.45840,402,68
BRINDAS,69126,69028,45.71830,4.70300,6775,69
BRINGOLO,22170,22019,48.58060,-3.01010,518,22
BRINON SUR BEUVRON,58420,58041,47.28440,3.49120,168,58
BRINON SUR SAULDRE,18410,18037,47.55810,2.21350,971,18
BRIOD,39570,39079,46.66250,5.62200,216,39
BRIOLLAY,49125,49048,47.57580,-0.49540,3225,49
BRION,01460,01063,46.16890,5.54770,592,01
BRION,36110,36026,46.94730,1.72530,582,36
BRION,38590,38060,45.29290,5.34160,141,38
BRION,48310,48031,44.74580,3.07790,88,48
BRION,71190,71062,46.91670,4.23920,303,71
BRION,86160,86038,46.35760,0.47590,224,86
BRION,89400,89056,48.00270,3.47870,612,89
BRION PRES THOUET,79290,79056,47.05070,-0.18680,759,79
BRION SUR OURCE,21570,21109,47.90200,4.67190,215,21
BRIONNE,27800,27116,49.18340,0.70730,4185,27
BRIORD,01470,01064,45.76800,5.48320,1119,01
BRIOSNE LES SABLES,72110,72048,48.17340,0.39220,558,72
BRIOT,60210,60108,49.64140,1.91870,302,60
BRIOU,41370,41027,47.81650,1.47260,143,41
BRIOUDE,43100,43040,45.29680,3.38470,6527,43
BRIOUX SUR BOUTONNE,79170,79057,46.14120,-0.21990,1440,79
BRIOUZE,61220,61063,48.70840,-0.38520,1512,61
BRIQUEMESNIL FLOXICOURT,80540,80142,49.88540,2.08070,341,80
BRIQUENAY,08240,08086,49.40290,4.86990,89,08
BRISCOUS,64240,64147,43.46000,-1.32740,2965,64
BRISON SAINT INNOCENT,73100,73059,45.73760,5.88420,2445,73
BRISSAC,34190,34042,43.86810,3.71190,615,34
BRISSAC LOIRE AUBANCE,49250,49050,47.33920,-0.40870,10878,49
BRISSAC LOIRE AUBANCE,49320,49050,47.33920,-0.40870,10878,49
BRISSAY CHOIGNY,02240,02123,49.72240,3.40420,296,02
BRISSY HAMEGICOURT,02240,02124,49.74580,3.40110,653,02
BRIVE LA GAILLARDE,19100,19031,45.14500,1.51440,47095,19
BRIVES,36100,36027,46.85640,1.92000,237,36
BRIVES CHARENSAC,43700,43041,45.04370,3.92220,4244,43
BRIVES SUR CHARENTE,17800,17069,45.66660,-0.45680,213,17
BRIX,50700,50087,49.55210,-1.57830,2165,50
BRIXEY AUX CHANOINES,55140,55080,48.47540,5.71610,77,55
BRIZAMBOURG,17770,17070,45.80480,-0.47020,997,17
BRIZAY,37220,37040,47.09420,0.38810,256,37
BRIZEAUX,55250,55081,49.00540,5.05550,63,55
BRIZON,74130,74049,46.03460,6.43260,457,74
BROCAS,40420,40056,44.05330,-0.54460,721,40
BROCHON,21220,21110,47.23730,4.97010,664,21
BROCOURT,80430,80143,49.85220,1.81680,109,80
BROCOURT EN ARGONNE,55120,55082,49.11170,5.17150,46,55
BROGLIE,27270,27117,49.00120,0.52730,1056,27
BROGNARD,25600,25097,47.52790,6.86530,471,25
BROGNON,08380,08087,49.93360,4.28050,130,08
BROGNON,21490,21111,47.41180,5.16810,317,21
BROIN,21250,21112,47.08500,5.10470,414,21
BROINDON,21220,21113,47.19550,5.04120,203,21
BROISSIA,39320,39080,46.35620,5.43350,57,39
BROMBOS,60210,60109,49.64620,1.88760,244,60
BROMEILLES,45390,45056,48.18550,2.49060,319,45
BROMMAT,12600,12036,44.81790,2.70810,628,12
BROMONT LAMOTHE,63230,63055,45.83580,2.80570,1032,63
BRON,69500,69029,45.73550,4.91160,42982,69
BRONVAUX,57535,57111,49.19250,6.08210,503,57
BROONS,22250,22020,48.31350,-2.24180,2943,22
BROQUIERS,60220,60110,49.66320,1.83790,231,60
BROQUIES,12480,12037,44.02400,2.71550,613,12
BROSSAC,16480,16066,45.32690,-0.05070,482,16
BROSSAINC,07340,07044,45.32860,4.67700,262,07
BROSSAY,49700,49053,47.16980,-0.21550,340,49
BROSSES,89660,89057,47.53180,3.69280,265,89
BROSVILLE,27930,27118,49.11110,1.11310,670,27
BROTTE LES LUXEUIL,70300,70098,47.74790,6.33460,194,70
BROTTE LES RAY,70180,70099,47.60720,5.73440,61,70
BROU,28160,28061,48.21890,1.15570,3230,28
BROU SUR CHANTEREINE,77177,77055,48.88910,2.63940,5196,77
BROUAINS,50150,50088,48.72260,-0.96680,140,50
BROUALAN,35120,35044,48.47330,-1.66070,415,35
BROUCHAUD,24210,24066,45.20480,0.99190,224,24
BROUCHY,80400,80144,49.71420,3.10050,495,80
BROUCK,57220,57112,49.12760,6.50860,80,57
BROUCKERQUE,59630,59110,50.95410,2.28800,1452,59
BROUDERDORFF,57565,57113,48.69500,7.10950,987,57
BROUE,28410,28062,48.75200,1.52510,837,28
BROUENNES,55700,55083,49.52230,5.25080,149,55
BROUILLA,66620,66026,42.57590,2.89270,1572,66
BROUILLET,51170,51089,49.22710,3.73710,68,51
BROUQUEYRAN,33124,33074,44.49110,-0.17530,196,33
BROUSSE,23700,23034,45.97250,2.45250,32,23
BROUSSE,63490,63056,45.60520,3.46410,372,63
BROUSSE,81440,81040,43.72040,2.06010,438,81
BROUSSE LE CHATEAU,12480,12038,44.00780,2.64010,164,12
BROUSSES ET VILLARET,11390,11052,43.34330,2.24540,365,11
BROUSSEVAL,52130,52079,48.49140,4.97660,615,52
BROUSSEY EN BLOIS,55190,55084,48.63420,5.55340,57,55
BROUSSEY RAULECOURT,55200,55085,48.81420,5.71510,283,55
BROUSSY LE GRAND,51230,51090,48.78610,3.86860,309,51
BROUSSY LE PETIT,51230,51091,48.78590,3.83450,136,51
BROUT VERNET,03110,03043,46.19950,3.29320,1217,03
BROUVELIEURES,88600,88076,48.24120,6.73360,405,88
BROUVILLE,54120,54101,48.49070,6.74690,115,54
BROUVILLER,57635,57114,48.75560,7.16260,412,57
BROUY,91150,91112,48.32680,2.29270,134,91
BROUZET LES ALES,30580,30055,44.13380,4.25330,670,30
BROUZET LES QUISSAC,30260,30054,43.86300,3.98630,301,30
BROXEELE,59470,59111,50.82830,2.32070,425,59
BROYE,71190,71063,46.89070,4.31100,760,71
BROYE AUBIGNEY MONTSEUGNY,70140,70101,47.33240,5.51680,512,70
BROYE LES LOUPS ET VERFONTAINE,70100,70100,47.45170,5.43030,112,70
BROYES,51120,51092,48.76110,3.76030,340,51
BROYES,60120,60111,49.62910,2.45530,150,60
BROZE,81600,81041,43.95560,1.88960,107,81
BRU,88700,88077,48.35540,6.68540,567,88
BRUAILLES,71500,71064,46.59330,5.25330,984,71
BRUAY LA BUISSIERE,62700,62178,50.48910,2.55050,21424,62
BRUAY SUR L ESCAUT,59860,59112,50.39670,3.53820,11644,59
BRUC SUR AFF,35550,35045,47.81660,-2.00660,855,35
BRUCAMPS,80690,80145,50.07010,2.05710,155,80
BRUCH,47130,47041,44.20690,0.40530,688,47
BRUCOURT,14160,14110,49.24450,-0.10280,129,14
BRUE AURIAC,83119,83025,43.52590,5.94020,1463,83
BRUEBACH,68440,68055,47.70270,7.35830,1042,68
BRUEIL EN VEXIN,78440,78113,49.02790,1.80830,652,78
BRUERE ALLICHAMPS,18200,18038,46.77370,2.42740,567,18
BRUGAIROLLES,11300,11053,43.13310,2.16500,308,11
BRUGES,33520,33075,44.88930,-0.60290,20020,33
BRUGES CAPBIS MIFAGET,64800,64148,43.12800,-0.29990,847,64
BRUGHEAS,03700,03044,46.07300,3.36340,1564,03
BRUGNAC,47260,47042,44.45460,0.45580,180,47
BRUGNENS,32500,32066,43.84400,0.71920,254,32
BRUGNY VAUDANCOURT,51530,51093,48.98490,3.86030,433,51
BRUGUIERES,31150,31091,43.72580,1.41050,6202,31
BRUILLE LEZ MARCHIENNES,59490,59113,50.35470,3.24120,1340,59
BRUILLE SAINT AMAND,59199,59114,50.46390,3.50690,1698,59
BRULAIN,79230,79058,46.20220,-0.31250,735,79
BRULANGE,57340,57115,48.95980,6.54960,99,57
BRULEY,54200,54102,48.71470,5.84940,611,54
BRULLEMAIL,61390,61064,48.65820,0.32380,90,61
BRULLIOLES,69690,69030,45.76170,4.49000,821,69
BRULON,72350,72050,47.98110,-0.23140,1549,72
BRUMATH,67170,67067,48.71990,7.71460,10499,67
BRUMETZ,02810,02125,49.11240,3.15280,175,02
BRUNEHAMEL,02360,02126,49.76860,4.18800,463,02
BRUNEMBERT,62240,62179,50.71650,1.88560,387,62
BRUNEMONT,59151,59115,50.27400,3.14360,704,59
BRUNET,04210,04035,43.88540,6.02560,299,04
BRUNIQUEL,82800,82026,44.05350,1.65710,641,82
BRUNOY,91800,91114,48.69480,2.50590,25643,91
BRUNSTATT DIDENHEIM,68350,68056,47.71650,7.31480,8259,68
BRUNVILLERS LA MOTTE,60130,60112,49.55610,2.45950,335,60
BRUSQUE,12360,12039,43.76450,2.95130,258,12
BRUSSEY,70150,70102,47.30780,5.81120,296,70
BRUSSIEU,69690,69031,45.74500,4.52010,1382,69
BRUSSON,51300,51094,48.74160,4.70670,188,51
BRUSVILY,22100,22021,48.39220,-2.11740,1153,22
BRUTELLES,80230,80146,50.13690,1.51210,197,80
BRUVILLE,54800,54103,49.12190,5.92870,217,54
