nom_norm,code_postal,code_insee,lat,lon,population,dept
LA SAUVETAT,63730,63413,45.63960,3.16170,737,63
LA SAUVETAT DE SAVERES,47270,47289,44.23330,0.79650,479,47
LA SAUVETAT DU DROPT,47800,47290,44.64520,0.33030,567,47
LA SAUVETAT SUR LEDE,47150,47291,44.48240,0.71830,643,47
LA SAUZIERE SAINT JEAN,81630,81279,43.95140,1.64780,254,81
LA SEAUVE SUR SEMENE,43140,43236,45.29620,4.25020,1456,43
LA SEGALASSIERE,15290,15224,44.89340,2.20990,121,15
LA SEGUINIERE,49280,49332,47.07940,-0.96220,4248,49
LA SELLE CRAONNAISE,53800,53258,47.84460,-1.05910,895,53
LA SELLE EN HERMOY,45210,45306,48.00650,2.88430,784,45
LA SELLE EN LUITRE,35133,35324,48.32350,-1.14640,582,35
LA SELLE GUERCHAISE,35130,35325,47.94350,-1.17180,153,35
LA SELLE LA FORGE,61100,61466,48.73600,-0.53020,1390,61
LA SELLE SUR LE BIED,45210,45307,48.07780,2.90280,1151,45
LA SELVE,02150,02705,49.57060,3.99460,201,02
LA SELVE,12170,12267,44.10720,2.53560,562,12
LA SENTINELLE,59174,59564,50.35020,3.47660,3103,59
LA SERPENT,11190,11376,42.96510,2.17530,92,11
LA SERRE,12380,12269,43.89590,2.65370,124,12
LA SERRE BUSSIERE VIEILLE,23190,23172,46.05470,2.33590,120,23
LA SEYNE SUR MER,83500,83126,43.08370,5.87890,63732,83
LA SOMMETTE,25510,25550,47.19490,6.51210,238,25
LA SONE,38840,38495,45.11730,5.27820,634,38
LA SOUCHE,07380,07315,44.62580,4.15650,385,07
LA SOUTERRAINE,23300,23176,46.23080,1.47430,4978,23
LA SURE EN CHARTREUSE,38134,38407,45.33610,5.67440,1072,38
LA SURE EN CHARTREUSE,38340,38407,45.33610,5.67440,1072,38
LA SUZE SUR SARTHE,72210,72346,47.87660,0.02430,4693,72
LA TABLE,73110,73289,45.47200,6.18170,445,73
LA TACHE,16260,16377,45.86880,0.35630,105,16
LA TAGNIERE,71190,71531,46.79820,4.21800,209,71
LA TAILLEE,85450,85286,46.38580,-0.93950,550,85
LA TALAUDIERE,42350,42305,45.47750,4.42570,7133,42
LA TERRASSE,38660,38503,45.32370,5.93190,2470,38
LA TERRASSE SUR DORLAY,42740,42308,45.44790,4.58960,778,42
LA TESSOUALLE,49280,49343,47.01130,-0.83400,3167,49
LA TESTE DE BUCH,33115,33529,44.58600,-1.18090,27566,33
LA TESTE DE BUCH,33260,33529,44.58600,-1.18090,27566,33
LA THIEULOYE,62130,62813,50.41420,2.43340,476,62
LA THUILE,73190,73294,45.54070,6.05980,353,73
LA TIEULE,48500,48191,44.38280,3.16910,94,48
LA TOMBE,77130,77467,48.38730,3.09490,208,77
LA TOUCHE,26160,26352,44.51950,4.88780,260,26
LA TOUR,06420,06144,43.96450,7.19600,540,06
LA TOUR,74250,74284,46.13560,6.42450,1329,74
LA TOUR BLANCHE CERCLES,24320,24554,45.36900,0.45080,549,24
LA TOUR D AIGUES,84240,84133,43.71280,5.56820,4405,84
LA TOUR D AUVERGNE,63680,63192,45.54130,2.71170,640,63
LA TOUR DE SALVAGNY,69890,69250,45.80860,4.71290,4649,69
LA TOUR DE SCAY,25640,25566,47.38300,6.22390,315,25
LA TOUR DU CRIEU,09100,09312,43.10710,1.66510,3230,09
LA TOUR DU MEIX,39270,39534,46.52190,5.66950,261,39
LA TOUR DU PIN,38110,38509,45.57430,5.44590,8111,38
LA TOUR EN JAREZ,42580,42311,45.48990,4.39730,1495,42
LA TOUR EN MAURIENNE,73300,73135,45.31130,6.36360,1087,73
LA TOUR SAINT GELIN,37120,37260,47.06360,0.39330,501,37
LA TOUR SUR ORB,34260,34312,43.66320,3.15220,1350,34
LA TOURETTE,42380,42312,45.42250,4.08460,642,42
LA TOURETTE CABARDES,11380,11391,43.38150,2.32770,20,11
LA TRANCHE SUR MER,85360,85294,46.35670,-1.41930,3136,85
LA TRANCLIERE,01160,01425,46.09150,5.26560,290,01
LA TREMBLADE,17390,17452,45.74810,-1.17490,4650,17
LA TRETOIRE,77510,77472,48.87770,3.24250,459,77
LA TRIMOUILLE,86290,86273,46.45380,1.06730,859,86
LA TRINITAT,15110,15241,44.74780,2.94350,52,15
LA TRINITE,06340,06149,43.74150,7.34130,10602,06
LA TRINITE,27930,27659,48.98830,1.23820,127,27
LA TRINITE,50800,50607,48.78710,-1.24380,405,50
LA TRINITE,73110,73302,45.50400,6.15150,381,73
LA TRINITE,97220,97230,14.75180,-60.94690,11454,972
LA TRINITE DE REVILLE,27270,27660,48.96700,0.51220,252,27
LA TRINITE DE THOUBERVILLE,27310,27661,49.36400,0.87930,409,27
LA TRINITE DES LAITIERS,61230,61493,48.79590,0.37740,67,61
LA TRINITE DU MONT,76170,76712,49.54540,0.55850,951,76
LA TRINITE PORHOET,56490,56257,48.09920,-2.52400,663,56
LA TRINITE SUR MER,56470,56258,47.58770,-3.03690,1845,56
LA TRINITE SURZUR,56190,56259,47.60460,-2.59240,1678,56
LA TRONCHE,38700,38516,45.21170,5.74430,6424,38
LA TRUCHERE,71290,71549,46.51340,4.95780,200,71
LA TUILIERE,42830,42314,45.95890,3.81290,273,42
LA TURBALLE,44420,44211,47.34020,-2.49060,4850,44
LA TURBIE,06320,06150,43.74620,7.39730,3045,06
LA VACHERESSE ET LA ROUILLIE,88140,88485,48.14690,5.79520,134,88
LA VACHERIE,27400,27666,49.12240,1.13490,557,27
LA VACQUERIE ET SAINT MARTIN DE CASTRIES,34520,34317,43.79390,3.48270,210,34
LA VAIVRE,70320,70512,47.91200,6.36670,216,70
LA VALETTE,38350,38521,44.94110,5.85460,66,38
LA VALETTE DU VAR,83160,83144,43.14840,5.98930,23719,83
LA VALLA EN GIER,42131,42322,45.40620,4.52560,1140,42
LA VALLA SUR ROCHEFORT,42111,42321,45.75750,3.84470,105,42
LA VALLEE,17250,17455,45.89170,-0.84570,707,17
LA VALLEE AU BLE,02140,02759,49.85720,3.79400,355,02
LA VALLEE MULATRE,02110,02760,50.02590,3.56100,152,02
LA VANCELLE,67730,67505,48.28290,7.32210,402,67
LA VAUPALIERE,76150,76728,49.48040,0.99070,1245,76
LA VENDELEE,50200,50624,49.08340,-1.45850,459,50
LA VENDUE MIGNOT,10800,10402,48.14940,4.10140,241,10
LA VENTROUZE,61190,61500,48.61240,0.68770,120,61
LA VERDIERE,83560,83146,43.65290,5.93740,1668,83
LA VERGENNE,70200,70544,47.61580,6.51880,110,70
LA VERGNE,17400,17465,45.97130,-0.57000,611,17
LA VERNAREDE,30530,30345,44.28400,4.00770,364,30
LA VERNAZ,74200,74295,46.30680,6.59760,280,74
LA VERNELLE,36600,36233,47.24190,1.56200,799,36
LA VERNOTTE,70130,70549,47.50990,5.86920,78,70
LA VERPILLIERE,38290,38537,45.63760,5.14940,7786,38
LA VERRIERE,78320,78644,48.75450,1.95050,5994,78
LA VERSANNE,42220,42329,45.32020,4.50840,394,42
LA VESPIERE FRIARDEL,14290,14740,49.00540,0.40480,1179,14
LA VEUVE,51520,51617,49.03890,4.33440,602,51
LA VEZE,25660,25611,47.19820,6.07300,493,25
LA VICOGNE,80260,80792,50.06510,2.32710,241,80
LA VICOMTE SUR RANCE,22690,22385,48.48820,-1.98340,1149,22
LA VIEILLE LOYE,39380,39559,47.05570,5.63030,405,39
LA VIEILLE LYRE,27330,27685,48.93330,0.75030,648,27
LA VIEUX RUE,76160,76740,49.49410,1.24250,572,76
LA VILLE AUX BOIS LES DIZY,02340,02802,49.66290,3.98820,204,02
LA VILLE AUX BOIS LES PONTAVERT,02160,02803,49.42780,3.85360,150,02
LA VILLE AUX CLERCS,41160,41275,47.91850,1.09770,1200,41
LA VILLE AUX DAMES,37700,37273,47.38940,0.77390,5606,37
LA VILLE DIEU DU TEMPLE,82290,82096,44.04170,1.22100,3358,82
LA VILLE DU BOIS,91620,91665,48.66010,2.26440,8161,91
LA VILLE ES NONAIS,35430,35358,48.55040,-1.95080,1233,35
LA VILLE SOUS ORBAIS,51270,51639,48.96350,3.67840,41,51
LA VILLEDIEU,17470,17471,46.06560,-0.32110,200,17
LA VILLEDIEU,23340,23264,45.73450,1.89180,52,23
LA VILLEDIEU DU CLAIN,86340,86290,46.46070,0.38880,1512,86
LA VILLEDIEU EN FONTENETTE,70160,70555,47.77480,6.20180,167,70
LA VILLENEUVE,23260,23265,45.89610,2.41460,44,23
LA VILLENEUVE AU CHATELOT,10400,10421,48.55280,3.60800,146,10
LA VILLENEUVE AU CHENE,10140,10423,48.24850,4.39100,405,10
LA VILLENEUVE EN CHEVRIE,78270,78668,49.01290,1.52850,665,78
LA VILLENEUVE LES CHARLEVILLE,51120,51626,48.79760,3.71150,117,51
LA VILLENEUVE LES CONVERS,21450,21695,47.57560,4.59550,56,21
LA VILLENEUVE SOUS THURY,60890,60679,49.16180,3.06400,140,60
LA VILLETELLE,23260,23266,45.92770,2.33780,163,23
LA VILLETTE,14570,14756,48.90890,-0.54280,217,14
LA VINEUSE SUR FREGANDE,71250,71582,46.46800,4.58510,648,71
LA VOGE LES BAINS,88240,88029,48.01700,6.25430,1545,88
LA VOIVRE,70310,70573,47.82280,6.56090,106,70
LA VOIVRE,88470,88519,48.34360,6.90060,648,88
LA VOULTE SUR RHONE,07800,07349,44.79960,4.78290,4854,07
LA VRAIE CROIX,56250,56261,47.68800,-2.52020,1495,56
LA WANTZENAU,67610,67519,48.65980,7.84000,5864,67
LAA MONDRANS,64300,64286,43.45630,-0.76980,423,64
LAAS,32170,32167,43.47350,0.30200,310,32
LAAS,45300,45177,48.12060,2.21760,243,45
LAAS,64390,64287,43.38740,-0.85760,140,64
LABALME,01450,01200,46.09150,5.49450,204,01
LABARDE,33460,33211,45.01430,-0.63750,623,33
LABAROCHE,68910,68173,48.11130,7.19160,2231,68
LABARTHE,32260,32169,43.46990,0.57640,148,32
LABARTHE,82220,82077,44.20310,1.31400,381,82
LABARTHE BLEYS,81170,81111,44.08690,1.89200,74,81
LABARTHE INARD,31800,31246,43.10790,0.83370,871,31
LABARTHE RIVIERE,31800,31247,43.08370,0.67860,1298,31
LABARTHE SUR LEZE,31860,31248,43.45890,1.39950,6585,31
LABARTHETE,32400,32170,43.62850,-0.16390,145,32
LABASSERE,65200,65238,43.06250,0.09000,227,65
LABASTIDE,65130,65239,43.03710,0.35080,147,65
LABASTIDE BEAUVOIR,31450,31249,43.48220,1.66350,1254,31
LABASTIDE CASTEL AMOUROUX,47250,47121,44.34790,0.12740,317,47
LABASTIDE CEZERACQ,64170,64288,43.37550,-0.54190,584,64
LABASTIDE CHALOSSE,40700,40130,43.61460,-0.60310,172,40
LABASTIDE CLERMONT,31370,31250,43.34990,1.10710,690,31
LABASTIDE D ANJOU,11320,11178,43.34620,1.85380,1255,11
LABASTIDE D ARMAGNAC,40240,40131,43.94670,-0.15890,673,40
LABASTIDE DE LEVIS,81150,81112,43.93080,1.99880,971,81
LABASTIDE DE PENNE,82240,82078,44.28080,1.58950,125,82
LABASTIDE DE VIRAC,07150,07113,44.35510,4.42360,328,07
LABASTIDE DU HAUT MONT,46210,46135,44.82900,2.11090,44,46
LABASTIDE DU TEMPLE,82100,82080,44.08190,1.20070,1132,82
LABASTIDE DU VERT,46150,46136,44.51420,1.26620,279,46
LABASTIDE EN VAL,11220,11179,43.06600,2.46680,88,11
LABASTIDE ESPARBAIRENQUE,11380,11180,43.39530,2.40850,66,11
LABASTIDE GABAUSSE,81400,81114,44.03200,2.09860,547,81
LABASTIDE MARNHAC,46090,46137,44.38900,1.38610,1311,46
LABASTIDE MONREJEAU,64170,64290,43.39020,-0.52780,591,64
LABASTIDE PAUMES,31230,31251,43.33210,0.94050,150,31
LABASTIDE ROUAIROUX,81270,81115,43.47840,2.63790,1420,81
LABASTIDE SAINT GEORGES,81500,81116,43.69900,1.84530,2002,81
LABASTIDE SAINT PIERRE,82370,82079,43.92310,1.34380,3745,82
LABASTIDE SAINT SERNIN,31620,31252,43.73690,1.46670,1925,31
LABASTIDE SAVES,32130,32171,43.52200,0.97750,193,32
LABASTIDE SUR BESORGUES,07600,07112,44.75140,4.29940,285,07
LABASTIDE VILLEFRANCHE,64270,64291,43.45330,-1.03460,343,64
LABASTIDETTE,31600,31253,43.45540,1.24110,2930,31
LABATHUDE,46120,46139,44.73630,1.98550,203,46
LABATIE D ANDAURE,07570,07114,45.03440,4.49300,228,07
LABATMALE,64530,64292,43.18380,-0.15100,257,64
LABATUT,09700,09147,43.26270,1.52130,178,09
LABATUT,40300,40132,43.55440,-0.99260,1430,40
LABATUT FIGUIERES,64460,64293,43.41600,-0.01450,172,64
LABATUT RIVIERE,65700,65240,43.52570,0.03550,394,65
LABBEVILLE,95690,95328,49.13490,2.13550,641,95
LABEAUME,07120,07115,44.46820,4.30740,698,07
LABECEDE LAURAGAIS,11400,11181,43.39800,2.01050,420,11
LABEGE,31670,31254,43.53960,1.52070,4392,31
LABEGUDE,07200,07116,44.64120,4.35710,1397,07
LABEJAN,32300,32172,43.53950,0.50720,290,32
LABENNE,40530,40133,43.59820,-1.43710,7183,40
LABERGEMENT FOIGNEY,21110,21330,47.25650,5.24680,375,21
LABERGEMENT LES AUXONNE,21130,21331,47.16030,5.37710,350,21
LABERGEMENT LES SEURRE,21820,21332,46.99770,5.08760,1006,21
LABERGEMENT SAINTE MARIE,25160,25320,46.78170,6.28200,1273,25
LABERLIERE,60310,60329,49.57510,2.76160,196,60
LABESCAU,33690,33212,44.45110,-0.08120,140,33
LABESSERETTE,15120,15084,44.74370,2.48030,302,15
LABESSETTE,63690,63183,45.49700,2.53540,58,63
LABESSIERE CANDEIL,81300,81117,43.80160,2.02470,710,81
LABETS BISCAY,64120,64294,43.39060,-1.06380,144,64
LABEUVILLE,55160,55265,49.08810,5.77280,139,55
LABEUVRIERE,62122,62479,50.52280,2.56880,1648,62
LABEYRIE,64300,64295,43.54110,-0.63290,103,64
LABLACHERE,07230,07117,44.46110,4.21590,2193,07
LABOISSIERE EN SANTERRE,80500,80453,49.66060,2.66640,134,80
LABOISSIERE EN THELLE,60570,60330,49.28690,2.15110,1326,60
LABORDE,65130,65241,43.03330,0.29590,83,65
LABOREL,26560,26153,44.28710,5.59440,116,26
LABOSSE,60590,60331,49.35050,1.89840,456,60
LABOUHEYRE,40210,40134,44.22430,-0.91070,2906,40
LABOULBENE,81100,81118,43.66610,2.20020,172,81
LABOULE,07110,07118,44.59280,4.17180,146,07
LABOURGADE,82100,82081,43.95410,1.09010,163,82
LABOURSE,62113,62480,50.49340,2.68510,2858,62
LABOUTARIE,81120,81119,43.78750,2.11070,521,81
LABRETONIE,47350,47122,44.49160,0.37010,167,47
LABRIHE,32120,32173,43.76520,0.87520,212,32
LABRIT,40420,40135,44.12690,-0.55570,842,40
LABROQUERE,31510,31255,43.04330,0.58740,324,31
LABROUSSE,15130,15085,44.85020,2.54830,478,15
LABROYE,62140,62481,50.29450,1.98250,140,62
LABRUGUIERE,81290,81120,43.50260,2.25910,6584,81
LABRUYERE,21250,21333,47.03930,5.14410,239,21
LABRUYERE,60140,60332,49.35210,2.50710,687,60
LABRUYERE DORSA,31190,31256,43.40560,1.47120,317,31
LABRY,54800,54286,49.18190,5.86800,1554,54
LABURGADE,46230,46140,44.38980,1.54080,379,46
LAC DES ROUGES TRUITES,39150,39271,46.59750,6.01240,397,39
LACABAREDE,81240,81121,43.44830,2.59240,288,81
LACADEE,64300,64296,43.52750,-0.65610,145,64
LACAJUNTE,40320,40136,43.58970,-0.42040,144,40
LACANAU,33680,33214,44.98790,-1.09600,5739,33
LACANCHE,21230,21334,47.07810,4.55760,476,21
LACAPELLE BARRES,15230,15086,44.95160,2.72450,57,15
LACAPELLE BIRON,47150,47123,44.60210,0.89760,391,47
LACAPELLE CABANAC,46700,46142,44.47070,1.07390,172,46
LACAPELLE DEL FRAISSE,15120,15087,44.77370,2.43070,394,15
LACAPELLE ESCROUX,81530,81085,43.76080,2.65040,48,81
LACAPELLE LIVRON,82160,82082,44.27260,1.78950,220,82
LACAPELLE MARIVAL,46120,46143,44.72750,1.93460,1268,46
LACAPELLE PINET,81340,81122,44.06670,2.35720,67,81
LACAPELLE SEGALAR,81170,81123,44.11870,1.99410,89,81
LACAPELLE VIESCAMP,15150,15088,44.92790,2.27440,528,15
LACARRE,64220,64297,43.19000,-1.15630,171,64
LACARRY ARHAN CHARRITTE DE HAUT,64470,64298,43.07330,-0.96070,109,64
LACASSAGNE,65140,65242,43.35670,0.15380,251,65
LACAUGNE,31390,31258,43.28000,1.28080,252,31
LACAUNE,81230,81124,43.69900,2.69230,2464,81
LACAUSSADE,47150,47124,44.50670,0.82530,210,47
LACAVE,09160,09148,43.04780,1.01470,128,09
LACAVE,46200,46144,44.84170,1.55490,271,46
LACAZE,81330,81125,43.74620,2.50600,318,81
LACELLE,19170,19095,45.64460,1.82570,137,19
LACENAS,69640,69105,45.98670,4.64470,1076,69
LACEPEDE,47360,47125,44.31950,0.48620,320,47
LACHAISE,16300,16176,45.51440,-0.24130,318,16
LACHALADE,55120,55266,49.17810,4.98570,57,55
LACHAMBRE,57730,57373,49.07900,6.75200,906,57
LACHAMP RAPHAEL,07530,07120,44.79690,4.28600,70,07
LACHAMP RIBENNES,48100,48126,44.62750,3.38490,379,48
LACHAMP RIBENNES,48700,48126,44.62750,3.38490,379,48
LACHAPELLE,47350,47126,44.57320,0.26020,96,47
LACHAPELLE,54120,54287,48.41620,6.77250,257,54
LACHAPELLE,80290,80455,49.76030,1.95770,87,80
LACHAPELLE,82120,82083,43.98570,0.84250,119,82
LACHAPELLE AUX POTS,60650,60333,49.44690,1.92100,1512,60
LACHAPELLE AUZAC,46200,46145,44.93820,1.48190,795,46
LACHAPELLE EN BLAISY,52330,52254,48.20700,4.96270,81,52
LACHAPELLE GRAILLOUSE,07470,07121,44.81210,4.02410,182,07
LACHAPELLE SAINT PIERRE,60730,60334,49.26700,2.23960,827,60
LACHAPELLE SOUS AUBENAS,07200,07122,44.56010,4.35520,1911,07
LACHAPELLE SOUS CHANEAC,07310,07123,44.95350,4.32030,158,07
LACHAPELLE SOUS CHAUX,90300,90057,47.70600,6.79950,745,90
LACHAPELLE SOUS GERBEROY,60380,60335,49.54030,1.87800,165,60
LACHAPELLE SOUS ROUGEMONT,90360,90058,47.71520,7.01490,539,90
LACHASSAGNE,69480,69106,45.92640,4.67790,1332,69
LACHAU,26560,26154,44.21820,5.64870,218,26
LACHAUSSEE,55210,55267,49.03220,5.79840,271,55
LACHAUSSEE DU BOIS D ECU,60480,60336,49.56160,2.17510,182,60
LACHAUX,63290,63184,45.99180,3.58990,273,63
LACHELLE,60190,60337,49.43340,2.74830,805,60
LACHY,51120,51313,48.77100,3.69890,345,51
LACOLLONGE,90150,90059,47.66240,6.95770,234,90
LACOMBE,11310,11182,43.40760,2.24150,188,11
LACOMMANDE,64360,64299,43.27600,-0.50960,172,64
LACOSTE,34800,34124,43.65570,3.42110,303,34
LACOSTE,84480,84058,43.82360,5.26450,468,84
LACOUGOTTE CADOUL,81500,81126,43.64160,1.81910,173,81
LACOUR,82190,82084,44.28450,0.96150,171,82
LACOUR D ARCENAY,21210,21335,47.35860,4.23130,109,21
LACOURT,09200,09149,42.93170,1.17670,205,09
LACOURT SAINT PIERRE,82290,82085,43.98790,1.27150,1255,82
LACQ,64170,64300,43.42500,-0.60030,1036,64
LACQUY,40120,40137,43.95840,-0.28480,289,40
LACRABE,40700,40138,43.61070,-0.59180,287,40
LACRES,62830,62483,50.60520,1.76030,250,62
LACROISILLE,81470,81127,43.58150,1.92540,98,81
LACROIX BARREZ,12600,12118,44.76900,2.63400,531,12
LACROIX FALGARDE,31120,31259,43.50220,1.42560,2030,31
LACROIX SAINT OUEN,60610,60338,49.35750,2.79610,5415,60
LACROIX SUR MEUSE,55300,55268,48.98460,5.53000,638,55
LACROPTE,24380,24220,45.05150,0.83830,699,24
LACROST,71700,71248,46.57230,4.94020,690,71
LACROUZETTE,81210,81128,43.65980,2.36110,1540,81
LACS,36400,36091,46.59230,2.03470,653,36
LADAPEYRE,23270,23102,46.24380,2.04500,360,23
LADAUX,33760,33215,44.70310,-0.24560,190,33
LADERN SUR LAUQUET,11250,11183,43.10210,2.39080,248,11
LADEVEZE RIVIERE,32230,32174,43.55150,0.08550,223,32
LADEVEZE VILLE,32230,32175,43.54070,0.06420,213,32
LADIGNAC LE LONG,87500,87082,45.58110,1.11530,1171,87
LADIGNAC SUR RONDELLES,19150,19096,45.22730,1.82260,404,19
LADINHAC,15120,15089,44.76830,2.51250,434,15
LADIRAT,46400,46146,44.82520,1.97010,86,46
LADIVILLE,16120,16177,45.51120,-0.06280,135,16
LADOIX SERRIGNY,21550,21606,47.06720,4.91560,1770,21
LADON,45270,45178,48.00980,2.53270,1392,45
LADOS,33124,33216,44.47100,-0.13270,180,33
LADOYE SUR SEILLE,39210,39272,46.76720,5.68210,50,39
LAFAGE,11420,11184,43.16510,1.86590,90,11
LAFAGE SUR SOMBRE,19320,19097,45.29130,2.06690,137,19
LAFARE,84190,84059,44.15350,5.05010,130,84
LAFARRE,07520,07124,45.07690,4.51690,45,07
LAFARRE,43490,43109,44.83520,3.99530,86,43
LAFAT,23800,23103,46.33830,1.60550,328,23
LAFAUCHE,52700,52256,48.30390,5.49080,74,52
LAFELINE,03500,03134,46.34290,3.17860,173,03
LAFERTE SUR AMANCE,52500,52257,47.83410,5.69570,109,52
LAFERTE SUR AUBE,52120,52258,48.09600,4.77950,306,52
LAFEUILLADE EN VEZIE,15130,15090,44.79300,2.44390,583,15
LAFFAUX,02880,02400,49.45060,3.43560,149,02
LAFFITE TOUPIERE,31360,31260,43.16510,0.90700,98,31
LAFFREY,38220,38203,45.02710,5.77920,466,38
LAFITOLE,65700,65243,43.44950,0.07750,433,65
LAFITTE,82100,82086,43.97580,1.10390,235,82
LAFITTE SUR LOT,47320,47127,44.35790,0.43140,832,47
LAFITTE VIGORDANE,31390,31261,43.30270,1.15970,1142,31
LAFOX,47240,47128,44.16540,0.69840,1098,47
LAFRANCAISE,82130,82087,44.13190,1.23750,2865,82
LAFRAYE,60510,60339,49.49440,2.21290,342,60
LAFRESGUIMONT SAINT MARTIN,80430,80456,49.82230,1.80340,553,80
LAFRIMBOLLE,57560,57374,48.60370,7.02030,211,57
LAGAMAS,34150,34125,43.67550,3.53190,111,34
LAGARDE,09500,09150,43.04820,1.94360,217,09
LAGARDE,31290,31262,43.34640,1.69730,432,31
LAGARDE,32700,32176,43.97060,0.56250,123,32
LAGARDE,57810,57375,48.68650,6.70990,179,57
LAGARDE,65320,65244,43.30460,0.02160,530,65
LAGARDE D APT,84400,84060,43.98420,5.47690,30,84
LAGARDE HACHAN,32300,32177,43.40700,0.49950,164,32
LAGARDE MARC LA TOUR,19150,19098,45.19040,1.82550,928,19
LAGARDE PAREOL,84290,84061,44.22870,4.84810,319,84
LAGARDE SUR LE NE,16300,16178,45.51440,-0.20480,189,16
LAGARDELLE,46220,46147,44.48630,1.16970,120,46
LAGARDELLE SUR LEZE,31870,31263,43.41620,1.39290,3303,31
LAGARDERE,32310,32178,43.84010,0.32260,77,32
LAGARDIOLLE,81110,81129,43.49970,2.08990,238,81
LAGARRIGUE,47190,47129,44.29040,0.38490,272,47
LAGARRIGUE,81090,81130,43.57430,2.28390,1784,81
LAGEON,79200,79145,46.73060,-0.25190,378,79
LAGERY,51170,51314,49.20840,3.72790,234,51
LAGESSE,10210,10185,48.01690,4.12900,209,10
LAGLEYGEOLLE,19500,19099,45.08550,1.69380,225,19
LAGLORIEUSE,40090,40139,43.86320,-0.39570,626,40
LAGNES,84800,84062,43.90440,5.11810,1742,84
LAGNEY,54200,54288,48.74650,5.83290,500,54
LAGNICOURT MARCEL,62159,62484,50.15690,2.95920,309,62
LAGNIEU,01150,01202,45.88630,5.33960,7411,01
LAGNY,60310,60340,49.61090,2.91500,524,60
LAGNY LE SEC,60330,60341,49.08090,2.75560,2043,60
LAGNY SUR MARNE,77400,77243,48.87160,2.70450,21461,77
LAGOR,64150,64301,43.38380,-0.66810,1121,64
LAGORCE,07150,07126,44.44690,4.42930,1257,07
LAGORCE,33230,33218,45.08130,-0.16060,1575,33
LAGORD,17140,17200,46.18510,-1.15220,7802,17
LAGOS,64800,64302,43.21310,-0.22340,473,64
LAGRACE DIEU,31190,31264,43.33610,1.40770,551,31
LAGRANGE,40240,40140,43.96610,-0.08660,185,40
LAGRANGE,65300,65245,43.12720,0.34820,261,65
LAGRANGE,90150,90060,47.68440,6.97670,144,90
LAGRASSE,11220,11185,43.10480,2.59140,554,11
LAGRAULET DU GERS,32330,32180,43.88680,0.19810,560,32
LAGRAULET SAINT NICOLAS,31480,31265,43.79010,1.07560,284,31
LAGRAULIERE,19700,19100,45.35720,1.62640,1197,19
LAGRAVE,81150,81131,43.89350,1.98880,2305,81
LAGRUERE,47400,47130,44.39740,0.26610,351,47
LAGUENNE SUR AVALOUZE,19150,19101,45.24750,1.80650,1577,19
LAGUEPIE,82250,82088,44.16370,1.96000,644,82
LAGUIAN MAZOUS,32170,32181,43.41360,0.25790,248,32
LAGUINGE RESTOUE,64470,64303,43.09730,-0.84920,155,64
LAGUIOLE,12210,12119,44.69360,2.86790,1207,12
LAGUPIE,47180,47131,44.57070,0.10990,680,47
LAHAGE,31370,31266,43.44140,1.06990,212,31
LAHAS,32130,32182,43.56440,0.90090,181,32
LAHAYMEIX,55260,55269,48.93390,5.41860,76,55
LAHAYVILLE,55300,55270,48.89470,5.76920,27,55
LAHEYCOURT,55800,55271,48.90100,5.03530,349,55
LAHITERE,31310,31267,43.14120,1.18780,52,31
LAHITTE,32810,32183,43.65800,0.67980,235,32
LAHITTE TOUPIERE,65700,65248,43.45730,-0.01210,263,65
LAHONCE,64990,64304,43.48160,-1.40200,2740,64
LAHONTAN,64270,64305,43.52070,-0.96840,536,64
LAHOSSE,40250,40141,43.71260,-0.78640,288,40
LAHOURCADE,64150,64306,43.35620,-0.62750,709,64
LAHOUSSOYE,80800,80458,49.94760,2.48150,442,80
LAIFOUR,08800,08242,49.90300,4.69170,399,08
LAIGNE SAINT GERVAIS,72220,72155,47.86870,0.21450,4252,72
LAIGNELET,35133,35138,48.37710,-1.15160,1234,35
LAIGNES,21330,21336,47.82780,4.36880,668,21
LAIGNEVILLE,60290,60342,49.29740,2.43280,4926,60
LAIGNY,02140,02401,49.86340,3.85730,189,02
LAILLE,35890,35139,47.97310,-1.71010,5225,35
LAILLY,89190,89214,48.26370,3.50340,199,89
LAILLY EN VAL,45740,45179,47.74700,1.71850,3101,45
LAIMONT,55800,55272,48.84220,5.04170,423,55
LAIN,89560,89215,47.61280,3.34320,172,89
LAINES AUX BOIS,10120,10186,48.22540,3.98170,528,10
LAINSECQ,89520,89216,47.54620,3.28000,328,89
LAINVILLE EN VEXIN,78440,78329,49.05850,1.81820,805,78
LAIRE,25550,25322,47.55090,6.73850,405,25
LAIRES,62960,62485,50.54090,2.25880,365,62
LAIRIERE,11330,11186,43.02800,2.48100,52,11
LAIROUX,85400,85117,46.44770,-1.27070,602,85
LAISSAC SEVERAC L EGLISE,12310,12120,44.36920,2.83520,2141,12
LAISSAUD,73800,73141,45.45490,6.03190,778,73
LAISSEY,25820,25323,47.30060,6.23360,438,25
LAITRE SOUS AMANCE,54770,54289,48.73680,6.27490,361,54
LAIVES,71240,71249,46.65450,4.83600,986,71
LAIX,54720,54290,49.44980,5.77560,211,54
LAIZ,01290,01203,46.24620,4.90060,1293,01
LAIZE,71870,71250,46.38250,4.80240,1155,71
LAIZE CLINCHAMPS,14320,14349,49.08120,-0.39630,2155,14
LAIZY,71190,71251,46.91350,4.18490,599,71
LAJO,48120,48079,44.82630,3.43670,114,48
